2020-05-23,532661
2020-05-24,533276
2020-05-25,534067
2020-05-26,535170
2020-05-27,535935
2020-05-28,536970
2020-05-29,537786
2020-05-30,538655
2020-05-31,539240
2020-06-01,539708
2020-06-02,540639
2020-06-03,541812
2020-06-04,542324
2020-06-05,543157
2020-06-06,543954
2020-06-07,544613
2020-06-08,545599
2020-06-09,546317
2020-06-10,547107
2020-06-11,547468
2020-06-12,548245
2020-06-13,549146
2020-06-14,549586
2020-06-16,550857
2020-06-17,551551
2020-06-18,552193
2020-06-19,552596
2020-06-20,553313
2020-06-22,554441
2020-06-23,555262
2020-06-24,555956
2020-06-25,556657
2020-06-26,556904
2020-06-27,557443
2020-06-28,558269
2020-06-29,558632
2020-06-30,559166
2020-07-01,559803
2020-07-02,560574
2020-07-03,560874
2020-07-04,561576
2020-07-05,561921
2020-07-06,562100
2020-07-07,562644
2020-07-08,563376
2020-07-09,563779
2020-07-10,564451
2020-07-11,565198
2020-07-12,565452
2020-07-13,565839
2020-07-14,566432
2020-07-15,567122
2020-07-16,567583
2020-07-17,568236
2020-07-19,569296
2020-07-20,569458
2020-07-21,570053
2020-07-23,571087
2020-07-24,571545
2020-07-25,572444
2020-07-26,572794
2020-07-27,573213
2020-07-28,573570
2020-07-29,574411
2020-07-30,574713
2020-07-31,575167
2020-08-01,575740
2020-08-02,576284
2020-08-03,576410
2020-08-04,577130
2020-08-05,577573
2020-08-06,578124
2020-08-07,578860
2020-08-08,579673
2020-08-09,580083
2020-08-10,580489
2020-08-11,580914
2020-08-12,581427
2020-08-13,581873
2020-08-14,582342
2020-08-15,583039
2020-08-17,583948
2020-08-18,584130
2020-08-19,584575
2020-08-20,585100
2020-08-21,585514
2020-08-22,586270
2020-08-23,586590
2020-08-24,586736
2020-08-25,587488
2020-08-26,587738
2020-08-27,588263
2020-08-28,588882
2020-08-29,589464
2020-08-30,589852
2020-08-31,590102
2020-09-01,590541
2020-09-02,591415
2020-09-03,591977
2020-09-04,592452
2020-09-05,592852
2020-09-06,593288
2020-09-07,593498
2020-09-08,594415
2020-09-09,594740
2020-09-10,595237
2020-09-11,595641
2020-09-12,596269
2020-09-13,596554
2020-09-14,596975
2020-09-15,597629
2020-09-16,597994
2020-09-17,598613
2020-09-19,599409
2020-09-20,599971
2020-09-21,600151
2020-09-22,600406
2020-09-23,600783
2020-09-24,601150
2020-09-25,601534
2020-09-26,601966
2020-09-27,602153
2020-09-28,602639
2020-09-29,602854
2020-09-30,603146
2020-10-01,603463
2020-10-02,603640
2020-10-03,603802
2020-10-04,603944
2020-10-05,604041
2020-10-06,604435
2020-10-07,604630
2020-10-08,604854
2020-10-09,604953
2020-10-10,605297
2020-10-11,605840
2020-10-12,605904
2020-10-13,606333
2020-10-15,607120
2020-10-16,607583
2020-10-17,607840
2020-10-18,608190
2020-10-19,608344
2020-10-20,608790
2020-10-21,609193
2020-10-22,609661
2020-10-23,610029
2020-10-24,610504
2020-10-25,610792
